codmun7,idh,habitantes,uf,cidade
5204409,0.693,18913,GO,Caiapônia
3303807,0.693,43165,RJ,Paraty
4200051,0.694,2563,SC,Abdon Batista
3509254,0.694,28549,SP,Cajati
5208806,0.694,44289,GO,Goianira
3508306,0.694,4264,SP,Cabrália Paulista
4318424,0.694,4657,RS,São João da Urtiga
4322186,0.694,1472,RS,Tupanci do Sul
2412401,0.694,4634,RN,São José do Seridó
5209606,0.694,3724,GO,Heitoraí
3149507,0.694,3320,MG,Pequeri
4301404,0.694,10424,RS,Arvorezinha
3118700,0.694,9159,MG,Coqueiral
5003454,0.694,12924,MS,Deodápolis
4300109,0.694,16461,RS,Agudo
3147402,0.694,24540,MG,Paraopeba
4119103,0.694,12746,PR,Piên
4111001,0.694,6582,PR,Itambaracá
4209151,0.694,4997,SC,José Boiteux
3202256,0.694,12709,ES,Governador Lindenberg
5204805,0.694,7589,GO,Campo Alegre de Goiás
4105706,0.694,16559,PR,Clevelândia
3158409,0.694,3872,MG,Santana de Cataguases
4218905,0.694,11235,SC,Urubici
3203809,0.694,15449,ES,Muqui
5006002,0.694,21882,MS,Nova Alvorada do Sul
3104601,0.694,14179,MG,Astolfo Dutra
2905701,0.694,299132,BA,Camaçari
2313807,0.639,21850,CE,Uruburetama
5213855,0.695,2248,GO,Morro Agudo de Goiás
4101051,0.695,2801,PR,Anahy
4216404,0.695,7297,SC,São João do Sul
3120805,0.695,15417,MG,Cruzília
4300455,0.695,3464,RS,Alegria
4126256,0.695,96688,PR,Sarandi
3103207,0.695,2347,MG,Araçaí
3514908,0.695,17772,SP,Elias Fausto
3113305,0.695,33000,MG,Carangola
4119251,0.695,2731,PR,Pinhal de São Bento
3152808,0.695,27856,MG,Prata
4211850,0.695,2217,SC,Ouro Verde
4127908,0.695,8566,PR,Tuneiras do Oeste
3131604,0.695,6987,MG,Iraí de Minas
4321105,0.695,17300,RS,Tapes
3503604,0.695,11129,SP,Areiópolis
3112505,0.695,9754,MG,Capim Branco
5107941,0.695,9489,MT,Tabaporã
3120409,0.695,5150,MG,Cristiano Otoni
3126406,0.696,2947,MG,Fortuna de Minas
3120706,0.696,3626,MG,Cruzeiro da Fortaleza
3166808,0.696,11582,MG,Serra do Salitre
5213400,0.696,1529,GO,Moiporá
4112207,0.696,5245,PR,Janiópolis
3169059,0.696,4101,MG,Tocos do Moji
3170602,0.696,2153,MG,Vargem Bonita
3203320,0.696,38499,ES,Marataízes
3515194,0.696,4829,SP,Espírito Santo do Turvo
3203353,0.696,12833,ES,Marilândia
5210158,0.696,2893,GO,Ipiranga de Goiás
4102307,0.696,12941,PR,Balsa Nova
4301636,0.696,14068,RS,Balneário Pinhal
3169802,0.696,5040,MG,Turvolândia
3143500,0.696,8863,MG,Morada Nova de Minas
4124202,0.696,2641,PR,Santo Antônio do Caiuá
3301207,0.696,18895,RJ,Carmo
3537206,0.696,11331,SP,Pedro de Toledo
3131406,0.696,4221,MG,Ipiaçu
4102505,0.696,11568,PR,Barbosa Ferraz
4112306,0.696,4994,PR,Japira
4318408,0.696,24248,RS,São Jerônimo
4204459,0.696,2549,SC,Coronel Martins
4202503,0.696,4743,SC,Bom Jardim da Serra
4200101,0.696,17904,SC,Abelardo Luz
3124807,0.696,7978,MG,Estrela do Sul
4100608,0.696,14770,PR,Alto Paraná
3540853,0.696,4093,SP,Pracinha
4123808,0.696,14659,PR,Santa Izabel do Oeste
3135100,0.696,71648,MG,Janaúba
5101902,0.696,19695,MT,Brasnorte
3509106,0.697,5874,SP,Caiuá
3550001,0.697,10687,SP,São Luiz do Paraitinga
4306700,0.697,3041,RS,Dona Francisca
5200506,0.697,1995,GO,Aloândia
4311791,0.697,2691,RS,Maratá
5209200,0.697,14209,GO,Guapó
5206800,0.697,2938,GO,Damolândia
3130804,0.697,2767,MG,Ingaí
5001003,0.697,25745,MS,Aparecida do Taboado
3503505,0.697,3886,SP,Areias
3136306,0.697,47452,MG,João Pinheiro
4119202,0.697,6326,PR,Pinhalão
5221502,0.697,4598,GO,Turvânia
5220264,0.697,4057,GO,São Miguel do Passa Quatro
3116902,0.697,3111,MG,Comendador Gomes
5000856,0.697,10780,MS,Angélica
4126900,0.697,5539,PR,Tapira
4303509,0.697,66261,RS,Camaquã
3529906,0.697,19779,SP,Miracatu
4214409,0.697,6205,SC,Rio das Antas
3540754,0.697,24643,SP,Potim
4103156,0.697,3541,PR,Bom Jesus do Sul
2611101,0.697,349145,PE,Petrolina
3113206,0.697,25501,MG,Carandaí
3139508,0.697,22707,MG,Manhumirim
3518909,0.697,5267,SP,Guzolândia
3304102,0.697,18847,RJ,Porciúncula
4303608,0.697,6431,RS,Cambará do Sul
4203709,0.697,12240,SC,Canelinha
1707553,0.697,3835,TO,Fátima
1705557,0.697,4852,TO,Combinado
3103603,0.697,2795,MG,Arantina
3167806,0.697,6151,MG,Soledade de Minas
4315057,0.698,2374,RS,Porto Mauá
3542800,0.698,3340,SP,Ribeira
4304358,0.698,9584,RS,Candiota
5215702,0.698,28858,GO,Palmeiras de Goiás
3158300,0.698,7100,MG,Santana da Vargem
3111002,0.698,21055,MG,Campestre
3100203,0.698,23237,MG,Abaeté
5204250,0.698,8067,GO,Cachoeira Dourada
4301107,0.698,14151,RS,Arroio dos Ratos
5108055,0.698,9667,MT,Terra Nova do Norte
4116604,0.698,3445,PR,Nova América da Colina
5205901,0.698,9723,GO,Corumbaíba
2208007,0.698,78222,PI,Picos
3203106,0.698,12192,ES,Jerônimo Monteiro
4115309,0.698,6610,PR,Mariópolis
4314076,0.698,6535,RS,Passo do Sobrado
3130101,0.698,43045,MG,Igarapé
3116407,0.698,4843,MG,Claraval
4109203,0.698,5502,PR,Guaraci
3103900,0.698,9273,MG,Araújos
4200408,0.698,7145,SC,Água Doce
3301850,0.698,60517,RJ,Guapimirim
4308078,0.698,4533,RS,Fazenda Vilanova
4210209,0.698,3442,SC,Major Gercino
4215505,0.698,16830,SC,Santa Cecília
5002100,0.698,24629,MS,Bela Vista
4218954,0.699,2465,SC,Urupema
4126272,0.699,5500,PR,Saudade do Iguaçu
4302659,0.699,5074,RS,Brochier
3139102,0.699,5098,MG,Madre de Deus de Minas
3510302,0.699,20706,SP,Capela do Alto
4200804,0.699,5638,SC,Anchieta
3552551,0.699,3963,SP,Suzanápolis
3525508,0.699,13220,SP,Joanópolis
5215207,0.699,2913,GO,Novo Brasil
5212907,0.699,2236,GO,Marzagão
3145604,0.699,41687,MG,Oliveira
4127809,0.699,7918,PR,Tomazina
3110707,0.699,12814,MG,Cambuquira
4312203,0.699,4377,RS,Maximiliano de Almeida
4303400,0.699,4743,RS,Caiçara
3556354,0.699,10537,SP,Vargem
4311502,0.699,7480,RS,Lavras do Sul
4318309,0.699,62105,RS,São Gabriel
4128559,0.699,8521,PR,Vera Cruz do Oeste
5105903,0.699,15336,MT,Nobres
4316402,0.699,39422,RS,Rosário do Sul
5206206,0.699,58997,GO,Cristalina
3140159,0.699,15416,MG,Mário Campos
5221403,0.699,127599,GO,Trindade
3505104,0.699,7402,SP,Barbosa
3167400,0.699,6238,MG,Silvianópolis
2909802,0.699,63239,BA,Cruz das Almas
4207908,0.699,11222,SC,Irineópolis
4300604,0.699,210305,RS,Alvorada
4100400,0.699,118623,PR,Almirante Tamandaré
5003504,0.699,5924,MS,Douradina
5211800,0.699,50511,GO,Jaraguá
4202602,0.699,9966,SC,Bom Retiro
1715150,0.699,2332,TO,Novo Alegre
5103056,0.699,12149,MT,Cláudia
4212239,0.7,3437,SC,Paraíso
3117603,0.7,5507,MG,Conceição do Pará
4122800,0.7,3580,PR,Salgado Filho
5202601,0.7,3120,GO,Aurilândia
4322343,0.7,2015,RS,Ubiretama
3501103,0.7,4099,SP,Alto Alegre
4103024,0.7,2503,PR,Boa Esperança do Iguaçu
3165107,0.7,7021,MG,São Tomás de Aquino
2203909,0.7,59935,PI,Floriano
3102803,0.7,12224,MG,Andrelândia
4112801,0.7,11908,PR,Joaquim Távora
4118907,0.7,11234,PR,Pérola
4119509,0.7,113036,PR,Piraquara
3526100,0.7,18812,SP,Juquiá
4123907,0.7,11724,PR,Santa Mariana
1100288,0.7,55058,RO,Rolim de Moura
3204955,0.7,12415,ES,São Roque do Canaã
3114501,0.7,19355,MG,Carmópolis de Minas
2928703,0.7,101512,BA,Santo Antônio de Jesus
4219200,0.7,6338,SC,Vidal Ramos
3555356,0.7,6309,SP,Ubarana
4120101,0.7,4848,PR,Porto Amazonas
4215455,0.7,12678,SC,Sangão
4302907,0.7,12561,RS,Cacequi
4302451,0.7,7714,RS,Boqueirão do Leão
5005707,0.7,54878,MS,Naviraí
3107307,0.7,49979,MG,Bocaiúva
3300803,0.7,58937,RJ,Cachoeiras de Macacu
5200852,0.7,6111,GO,Americano do Brasil
5003207,0.7,111435,MS,Corumbá
3553807,0.701,23218,SP,Taquarituba
5219506,0.701,2319,GO,Santa Rosa de Goiás
3541059,0.701,5261,SP,Pratânia
4202099,0.701,1677,SC,Barra Bonita
5101209,0.701,935,MT,Araguainha
2313906,0.566,13840,CE,Uruoca
4311981,0.701,3885,RS,Mariana Pimentel
4305116,0.701,2891,RS,Centenário
4108007,0.701,10548,PR,Florestópolis
5203609,0.701,3703,GO,Brazabrantes
4321626,0.701,2336,RS,Travesseiro
4211256,0.701,2893,SC,Morro Grande
5219704,0.701,8744,GO,Santa Terezinha de Goiás
5220454,0.701,115371,GO,Senador Canedo
2510808,0.701,107605,PB,Patos
5002308,0.701,11872,MS,Brasilândia
4103354,0.701,5427,PR,Braganey
3122900,0.701,6572,MG,Dona Euzébia
5205059,0.701,3435,GO,Castelândia
4121901,0.701,13029,PR,Ribeirão do Pinhal
3128303,0.701,19021,MG,Guaranésia
5210109,0.701,26985,GO,Ipameri
5203500,0.701,25216,GO,Bom Jesus de Goiás
4104253,0.701,29318,PR,Campo Magro
3550803,0.701,12182,SP,São Sebastião da Grama
3145000,0.701,15545,MG,Nova Ponte
4320859,0.701,4719,RS,Tabaí
3153400,0.701,19573,MG,Presidente Olegário
4120507,0.701,11123,PR,Primeiro de Maio
5100409,0.701,12030,MT,Alto Garças
5105580,0.701,10499,MT,Marcelândia
5209952,0.701,15611,GO,Indiara
5212501,0.701,208299,GO,Luziânia
3144300,0.701,40750,MG,Nanuque
1707009,0.701,22139,TO,Dianópolis
3168606,0.701,140592,MG,Teófilo Otoni
1705508,0.701,35424,TO,Colinas do Tocantins
5006606,0.701,92526,MS,Ponta Porã
4109005,0.702,3802,PR,Guapirama
4312708,0.702,11695,RS,Nonoai
3547908,0.702,6929,SP,Santo Antônio da Alegria
4119608,0.702,30310,PR,Pitanga
4322905,0.702,4756,RS,Viadutos
4204558,0.702,12795,SC,Correia Pinto
3548005,0.702,23310,SP,Santo Antônio de Posse
4312450,0.702,6568,RS,Morro Redondo
3202702,0.702,14066,ES,Itaguaçu
3139904,0.702,14095,MG,Maria da Fé
5207352,0.702,3699,GO,Edealina
5106000,0.702,5989,MT,Nortelândia
3131000,0.702,6271,MG,Inhaúma
3200805,0.702,30998,ES,Baixo Guandu
3121803,0.702,7729,MG,Dionísio
4128708,0.702,6838,PR,Vitorino
3540259,0.702,4628,SP,Pontalinda
4312617,0.702,3162,RS,Muitos Capões
3108404,0.702,14971,MG,Botelhos
3303708,0.702,44285,RJ,Paraíba do Sul
5200159,0.702,2516,GO,Adelândia
3527702,0.702,5790,SP,Luiziânia
1100023,0.702,107863,RO,Ariquemes
3111507,0.702,15461,MG,Campos Altos
3302452,0.703,5599,RJ,Macuco
3525409,0.703,3159,SP,Jeriquara
3515657,0.703,1716,SP,Fernão
3550506,0.703,7666,SP,São Pedro do Turvo
4304002,0.703,4484,RS,Campo Novo
4321857,0.703,4271,RS,Três Palmeiras
4306957,0.703,2792,RS,Entre Rios do Sul
3137502,0.703,18052,MG,Lagoa Formosa
3540507,0.703,9925,SP,Porangaba
3544202,0.703,12518,SP,Riolândia
4104907,0.703,71484,PR,Castro
4304952,0.703,3202,RS,Caseiros
5221700,0.703,13843,GO,Uruana
4302220,0.703,2470,RS,Boa Vista do Cadeado
4114708,0.703,5677,PR,Maria Helena
5208400,0.703,11231,GO,Goianápolis
3516309,0.703,175844,SP,Francisco Morato
3519303,0.703,35104,SP,Ibaté
4110052,0.703,2256,PR,Iguatu
3117801,0.703,11638,MG,Conceição dos Ouros
3521200,0.703,4218,SP,Iporanga
3149705,0.703,11506,MG,Perdigão
3202306,0.703,30867,ES,Guaçuí
4126801,0.703,16205,PR,Tapejara
5003306,0.703,33543,MS,Coxim
3523206,0.703,50503,SP,Itararé
5106752,0.703,45436,MT,Pontes e Lacerda
5002605,0.703,13711,MS,Camapuã
3146701,0.703,6616,MG,Palma
4201307,0.703,38129,SC,Araquari
5104104,0.703,35816,MT,Guarantã do Norte
5108857,0.704,3278,MT,Nova Marilândia
4125902,0.704,2313,PR,São Pedro do Paraná
3140704,0.704,31086,MG,Mateus Leme
5211602,0.704,2370,GO,Ivolândia
4103909,0.704,14202,PR,Campina da Lagoa
4122909,0.704,4935,PR,Salto do Itararé
4101705,0.704,13970,PR,Araruna
4302808,0.704,33624,RS,Caçapava do Sul
4125704,0.704,27452,PR,São Miguel do Iguaçu
3502754,0.704,22364,SP,Araçariguama
3545407,0.704,9331,SP,Salto Grande
3115102,0.704,17740,MG,Cássia
3304151,0.704,24700,RJ,Quissamã
4126603,0.704,21016,PR,Siqueira Campos
5106257,0.704,21374,MT,Nova Xavantina
3111101,0.704,19745,MG,Campina Verde
4212007,0.704,7423,SC,Palma Sola
4204194,0.704,2988,SC,Chapadão do Lageado
3515350,0.704,9371,SP,Euclides da Cunha Paulista
4315305,0.704,22687,RS,Quaraí
3552700,0.704,16496,SP,Tabatinga
4212205,0.704,19320,SC,Papanduva
3509957,0.704,5138,SP,Canas
4121356,0.704,2655,PR,Rancho Alegre D'Oeste
3163102,0.704,5004,MG,São José da Varginha
3107109,0.704,40127,MG,Boa Esperança
5101308,0.704,9607,MT,Arenápolis
4209904,0.704,12130,SC,Lontras
4314050,0.704,58272,RS,Parobé
5203962,0.704,3292,GO,Buritinópolis
5105622,0.704,27739,MT,Mirassol d'Oeste
3129806,0.704,180204,MG,Ibirité
4123956,0.704,3981,PR,Santa Mônica
5100300,0.704,19044,MT,Alto Araguaia
5005202,0.704,23331,MS,Ladário
3543253,0.705,7673,SP,Ribeirão Grande
4218855,0.705,2464,SC,União do Oeste
4323358,0.705,2091,RS,Vila Lângaro
4112751,0.705,8412,PR,Jesuítas
4124020,0.705,10139,PR,Santa Tereza do Oeste
4215653,0.705,8358,SC,Santa Rosa do Sul
4202156,0.705,2706,SC,Belmonte
3159704,0.705,3350,MG,Santa Rosa da Serra
3522000,0.705,3835,SP,Itaju
3507456,0.705,2653,SP,Borebi
4119707,0.705,4263,PR,Planaltina do Paraná
3114303,0.705,30329,MG,Carmo do Paranaíba
3542701,0.705,7593,SP,Restinga
3506904,0.705,11730,SP,Bofete
3133006,0.705,15579,MG,Itamonte
4123402,0.705,12037,PR,Santa Fé
3504404,0.705,13649,SP,Avanhandava
4110300,0.705,3109,PR,Inajá
5100607,0.705,10847,MT,Alto Taquari
5104203,0.705,15141,MT,Guiratinga
5206503,0.706,3486,GO,Cromínia
5003256,0.706,20823,MS,Costa Rica
3548203,0.706,6811,SP,Santo Antônio do Pinhal
4305975,0.706,2756,RS,Coxilha
3157708,0.706,14003,MG,Santa Juliana
5213905,0.706,4290,GO,Mossâmedes
4211652,0.706,2442,SC,Novo Horizonte
4214151,0.706,2924,SC,Princesa
3511607,0.706,18148,SP,Cesário Lange
4128807,0.706,5679,PR,Xambrê
4306734,0.706,4549,RS,Doutor Maurício Cardoso
4110607,0.706,13926,PR,Iporã
3509809,0.706,4965,SP,Campos Novos Paulista
4313490,0.706,4164,RS,Novo Barreiro
4313607,0.706,3828,RS,Paim Filho
4303673,0.706,3388,RS,Campestre da Serra
3123502,0.706,1908,MG,Douradoquara
4104501,0.706,19124,PR,Capanema
4113304,0.706,32073,PR,Laranjeiras do Sul
3111408,0.706,8151,MG,Campo Florido
3109709,0.706,11547,MG,Cachoeira de Minas
5212105,0.706,7387,GO,Joviânia
4119806,0.706,13479,PR,Planalto
4113205,0.706,48163,PR,Lapa
4205001,0.706,15498,SC,Dionísio Cerqueira
3523503,0.706,20697,SP,Itatinga
3109907,0.706,11624,MG,Caetanópolis
5209705,0.706,21706,GO,Hidrolândia
5219100,0.706,6560,GO,Santa Bárbara de Goiás
4218301,0.706,19275,SC,Três Barras
4102604,0.706,10275,PR,Barracão
3157336,0.706,8604,MG,Santa Cruz de Minas
3113404,0.706,92062,MG,Caratinga
4111555,0.706,8185,PR,Ivaté
3129707,0.706,13828,MG,Ibiraci
4305439,0.706,6704,RS,Chuí
4207858,0.707,1930,SC,Irati
3141207,0.707,3749,MG,Matutina
4217758,0.707,2461,SC,Sul Brasil
5211701,0.707,6048,GO,Jandaia
4110656,0.707,2288,PR,Iracema do Oeste
4301552,0.707,3554,RS,Áurea
3551108,0.707,10285,SP,Sarapuí
4306320,0.707,2805,RS,Derrubadas
5213707,0.707,8055,GO,Montes Claros de Goiás
5207501,0.707,3275,GO,Estrela do Norte
2517100,0.707,2810,PB,Várzea
4311007,0.707,26680,RS,Jaguarão
4113403,0.707,3954,PR,Leópolis
3130309,0.707,7947,MG,Iguatama
4121307,0.707,3808,PR,Rancho Alegre
3523701,0.707,6499,SP,Itirapuã
4318481,0.707,4804,RS,São José do Hortêncio
3157203,0.707,31324,MG,Santa Bárbara
5213087,0.707,29070,GO,Minaçu
4106100,0.707,3860,PR,Conselheiro Mairinck
3155405,0.707,8949,MG,Rio Novo
4301206,0.707,13373,RS,Arroio do Tigre
5107206,0.707,5156,MT,Rio Branco
4110904,0.707,4466,PR,Itaguajé
3512209,0.708,28050,SP,Conchal
4205357,0.708,1582,SC,Flor do Sertão
4210852,0.708,2309,SC,Mirim Doce
4304101,0.708,3320,RS,Campos Borges
4205605,0.708,2873,SC,Galvão
3148905,0.708,3972,MG,Pedra do Indaiá
4206801,0.708,3202,SC,Ibicaré
5200050,0.708,8773,GO,Abadia de Goiás
3119302,0.708,27974,MG,Coromandel
4321402,0.708,13485,RS,Tenente Portela
3103751,0.708,6869,MG,Araporã
4112959,0.708,7340,PR,Juranda
5005103,0.708,4027,MS,Jateí
3156403,0.708,3533,MG,Romaria
4319604,0.708,23621,RS,São Sepé
3162906,0.708,26361,MG,São João Nepomuceno
4113908,0.708,13630,PR,Mallet
4306601,0.708,38461,RS,Dom Pedrito
3304003,0.708,29277,RJ,Piraí
4208104,0.708,21669,SC,Itaiópolis
3200706,0.708,11936,ES,Atílio Vivácqua
1700707,0.708,8412,TO,Alvorada
5206404,0.708,16949,GO,Crixás
4118709,0.708,7354,PR,Paulo Frontin
4119400,0.708,25463,PR,Piraí do Sul
3519501,0.708,7753,SP,Ibirarema
2111201,0.708,177687,MA,São José de Ribamar
2919926,0.708,21093,BA,Madre de Deus
4201257,0.708,10743,SC,Apiúna
4100806,0.708,11406,PR,Alvorada do Sul
5102504,0.708,94376,MT,Cáceres
3155504,0.709,12313,MG,Rio Paranaíba
4208955,0.709,1570,SC,Jardinópolis
5007307,0.709,4831,MS,Rio Negro
3516606,0.709,6548,SP,Gália
3116605,0.709,28617,MG,Cláudio
5208905,0.709,22645,GO,Goiás
3526209,0.709,31444,SP,Juquitiba
3122702,0.709,5237,MG,Dom Silvério
5220603,0.709,20695,GO,Silvânia
4319406,0.709,16198,RS,São Pedro do Sul
3110905,0.709,16665,MG,Campanha
4106571,0.709,4252,PR,Cruzeiro do Iguaçu
3305505,0.709,89170,RJ,Saquarema
3151107,0.709,10752,MG,Pirapetinga
3301108,0.709,20172,RJ,Cantagalo
4101002,0.709,19152,PR,Ampére
3553005,0.709,13859,SP,Taguaí
3144706,0.709,17578,MG,Nova Era
4117453,0.709,5996,PR,Ouro Verde do Oeste
3172004,0.709,42564,MG,Visconde do Rio Branco
3302502,0.709,245071,RJ,Magé
3545506,0.709,4302,SP,Sandovalina
4116406,0.709,4008,PR,Nossa Senhora das Graças
4322202,0.709,23948,RS,Tupanciretã
3204708,0.709,37947,ES,São Gabriel da Palha
4118303,0.709,3203,PR,Paranapoema
1600055,0.709,5397,AP,Serra do Navio
3152600,0.71,5940,MG,Pouso Alto
3512100,0.71,6210,SP,Colômbia
3138625,0.71,7536,MG,Limeira do Oeste
3554607,0.71,2658,SP,Timburi
4117297,0.71,2844,PR,Novo Itacolomi
3550209,0.71,32931,SP,São Miguel Arcanjo
4120333,0.71,3753,PR,Prado Ferreira
5203906,0.71,9459,GO,Buriti Alegre
3159803,0.71,19742,MG,Santa Vitória
3112802,0.71,8632,MG,Capitólio
3203346,0.71,16694,ES,Marechal Floriano
3502705,0.71,24374,SP,Apiaí
4219408,0.71,3965,SC,Witmarsum
3138609,0.71,16698,MG,Lima Duarte
4123303,0.71,7800,PR,Santa Cruz de Monte Castelo
3124609,0.71,2343,MG,Estrela Dalva
3519709,0.71,78878,SP,Ibiúna
4314134,0.71,2293,RS,Paulo Bento
3531704,0.71,4653,SP,Monteiro Lobato
4117206,0.71,5806,PR,Nova Olímpia
3200300,0.71,14601,ES,Alfredo Chaves
5001904,0.71,23024,MS,Bataguassu
4119657,0.71,3224,PR,Pitangueiras
3114204,0.71,22478,MG,Carmo do Cajuru
4113809,0.71,4920,PR,Lupionópolis
5214408,0.71,9142,GO,Nazário
3507753,0.71,2865,SP,Brejo Alegre
3553104,0.71,6295,SP,Taiaçu
5103957,0.71,3026,MT,Glória D'Oeste
3138302,0.71,3229,MG,Leandro Ferreira
4120655,0.71,4512,PR,Quarto Centenário
1100189,0.71,36660,RO,Pimenta Bueno
4301800,0.71,5275,RS,Barracão
3143203,0.71,21524,MG,Monte Santo de Minas
2402006,0.71,67952,RN,Caicó
4314498,0.71,4871,RS,Pinheirinho do Vale
3304300,0.71,60201,RJ,Rio Bonito
4127304,0.71,16789,PR,Terra Rica
4109708,0.71,31364,PR,Ibaiti
4217154,0.71,1820,SC,São Miguel da Boa Vista
5104542,0.71,6737,MT,Itanhangá
5204102,0.71,12484,GO,Cachoeira Alta
4321709,0.71,28220,RS,Três Coroas
3543105,0.711,4718,SP,Ribeirão Corrente
4312443,0.711,2949,RS,Morrinhos do Sul
3520202,0.711,9534,SP,Igaratá
3524204,0.711,6929,SP,Jaborandi
5008404,0.711,6102,MS,Vicentina
3505005,0.711,3469,SP,Barão de Antonina
3116209,0.711,2687,MG,Chiador
3536406,0.711,7366,SP,Paulicéia
5205455,0.711,8606,GO,Cezarina
3170750,0.711,7036,MG,Varjão de Minas
3137809,0.711,20814,MG,Lambari
3111200,0.711,54029,MG,Campo Belo
3204401,0.711,11622,ES,Rio Novo do Sul
4116059,0.711,10702,PR,Missal
3141306,0.711,3802,MG,Medeiros
5210307,0.711,2800,GO,Israelândia
4319901,0.711,81734,RS,Sapiranga
3538303,0.711,3692,SP,Piquerobi
5216304,0.711,10057,GO,Paranaiguara
5000252,0.711,5343,MS,Alcinópolis
3301702,0.711,919596,RJ,Duque de Caxias
3555901,0.712,1165,SP,Uru
3168101,0.712,4773,MG,Tapira
4307831,0.712,2396,RS,Eugênio de Castro
4311106,0.712,10848,RS,Jaguari
3521606,0.712,8294,SP,Irapuru
5222005,0.712,13863,GO,Vianópolis
4306973,0.712,2991,RS,Erebango
3301405,0.712,23228,RJ,Conceição de Macabu
4202578,0.712,2142,SC,Bom Jesus do Oeste
4317301,0.712,29676,RS,Santa Vitória do Palmar
3117900,0.712,11950,MG,Congonhal
3500758,0.712,6025,SP,Alambari
4322608,0.712,71554,RS,Venâncio Aires
4320230,0.712,2907,RS,Sede Nova
4112405,0.712,9425,PR,Japurá
3203908,0.712,50110,ES,Nova Venécia
4306007,0.712,13448,RS,Crissiumal
3506607,0.712,32598,SP,Biritiba Mirim
4311627,0.712,6054,RS,Lindolfo Collor
3542909,0.712,13219,SP,Ribeirão Bonito
5216809,0.712,10281,GO,Petrolina de Goiás
5005004,0.712,26097,MS,Jardim
3531902,0.712,32968,SP,Morro Agudo
3117306,0.712,27893,MG,Conceição das Alagoas
3305208,0.712,104476,RJ,São Pedro da Aldeia
2910800,0.712,614872,BA,Feira de Santana
2914802,0.712,213223,BA,Itabuna
3151602,0.712,12133,MG,Planura
3516101,0.713,2676,SP,Florínea
4304614,0.713,1716,RS,Canudos do Vale
4104709,0.713,14320,PR,Carlópolis
4118857,0.713,6127,PR,Perobal
3521507,0.713,7993,SP,Irapuã
3304110,0.713,19683,RJ,Porto Real
3120904,0.713,80129,MG,Curvelo
3133501,0.713,21762,MG,Itapecerica
5200605,0.713,7624,GO,Alto Paraíso de Goiás
5219258,0.713,5459,GO,Santa Fé de Goiás
3521804,0.713,27125,SP,Itaí
4125456,0.713,3654,PR,São José das Palmeiras
3518107,0.713,6664,SP,Guarantã
4106704,0.713,4469,PR,Cruzeiro do Sul
3302106,0.713,23234,RJ,Itaocara
4207403,0.713,6197,SC,Imbuia
3532702,0.713,5213,SP,Nipoã
3507100,0.713,25448,SP,Bom Jesus dos Perdões
3509403,0.713,26167,SP,Cajuru
5215652,0.713,3464,GO,Palestina de Goiás
4122602,0.713,9579,PR,Rondon
3300936,0.713,16301,RJ,Carapebus
4310603,0.713,37620,RS,Itaqui
3303005,0.713,27174,RJ,Miracema
5103205,0.713,33438,MT,Colíder
4200507,0.713,6486,SC,Águas de Chapecó
5205000,0.713,10082,GO,Carmo do Rio Verde
4314803,0.713,37079,RS,Portão
4120408,0.713,5306,PR,Presidente Castelo Branco
3305554,0.713,82312,RJ,Seropédica
3303500,0.713,821128,RJ,Nova Iguaçu
2313955,0.611,18420,CE,Varjota
3532157,0.714,3141,SP,Nantes
